contract_id,vendor_id,start_date,end_date,contract_value,payment_terms,renewal_option,price_escalation_clause,auto_renewal,termination_notice,sla_terms,penalty_clauses,renegotiation_opportunity,volume_discounts,preferred_rates
C00223,V0223,2023-03-30,2024-03-29,25809.26,Net 45,Auto,CPI Linked,True,62 days,Custom,None,False,True,False
C00224,V0224,2022-09-23,2023-09-23,42921.02,Net 60,Manual,Negotiated,False,83 days,Custom,Strict,False,False,False
C00225,V0225,2023-09-06,2025-09-05,66334.26,Net 60,Auto,Negotiated,True,65 days,Custom,Moderate,True,True,False
C00226,V0226,2024-02-25,2025-02-24,50964.2,Net 45,Auto,CPI Linked,False,66 days,Custom,Moderate,False,True,True
C00227,V0227,2023-12-24,2024-12-23,33833.83,Net 60,Auto,Fixed,True,87 days,Custom,None,True,True,False
C00228,V0228,2022-11-04,2024-11-03,39270.44,Net 30,Manual,CPI Linked,False,60 days,Standard,Strict,False,True,True
C00229,V0229,2024-02-28,2024-08-26,60193.97,Net 45,Manual,CPI Linked,True,77 days,Standard,Moderate,False,True,True
C00230,V0230,2023-05-16,2025-05-15,39044.5,Net 60,Auto,Negotiated,False,55 days,Custom,Strict,False,False,True
C00231,V0231,2022-10-09,2023-04-07,53246.88,Net 30,Auto,CPI Linked,False,39 days,Custom,Moderate,True,True,False
C00232,V0232,2022-12-19,2024-12-18,50683.58,Net 30,Auto,Negotiated,True,56 days,Strict,Strict,False,False,False
C00233,V0233,2023-06-11,2024-06-10,40225.99,Net 60,Manual,CPI Linked,True,65 days,Strict,Strict,False,True,True
C00234,V0234,2023-05-21,2023-11-17,82159.16,Net 30,Manual,Fixed,False,84 days,Standard,Strict,False,True,True
C00235,V0235,2022-06-19,2023-06-19,59508.79,Net 30,Manual,CPI Linked,True,84 days,Standard,None,False,True,False
C00236,V0236,2024-02-11,2025-02-10,19622.86,Net 60,Auto,CPI Linked,False,74 days,Strict,None,True,False,False
C00237,V0237,2023-03-31,2023-09-27,52796.81,Net 60,Auto,CPI Linked,False,86 days,Custom,None,True,False,False
C00238,V0238,2023-05-23,2025-05-22,40073.2,Net 60,Auto,Negotiated,False,39 days,Custom,Strict,True,False,True
C00239,V0239,2023-09-24,2024-09-23,62786.5,Net 30,Manual,Fixed,True,35 days,Standard,Moderate,False,False,False
C00240,V0240,2023-03-18,2025-03-17,38112.19,Net 60,Manual,Fixed,False,35 days,Custom,Moderate,True,False,False
C00241,V0241,2023-01-12,2025-01-11,48278.95,Net 30,Auto,Fixed,True,60 days,Custom,Moderate,True,False,False
C00242,V0242,2023-08-12,2024-08-11,57574.81,Net 60,Manual,Fixed,True,57 days,Standard,Strict,True,True,True
C00243,V0243,2022-06-27,2023-06-27,62986.33,Net 45,Manual,Negotiated,False,34 days,Strict,None,True,True,False
C00244,V0244,2024-03-02,2026-03-02,31995.55,Net 60,Auto,Negotiated,True,78 days,Standard,Moderate,True,True,True
C00245,V0245,2022-06-27,2022-12-24,44982.48,Net 60,Manual,Negotiated,False,59 days,Strict,None,False,False,False
C00246,V0246,2023-11-19,2024-05-17,42875.82,Net 30,Manual,Fixed,True,88 days,Strict,Strict,True,True,True
C00247,V0247,2023-09-08,2024-03-06,40200.06,Net 60,Manual,Fixed,True,83 days,Strict,Moderate,True,True,True
C00248,V0248,2024-05-15,2026-05-15,76481.81,Net 60,Auto,Negotiated,True,78 days,Standard,Strict,False,True,True
C00249,V0249,2023-04-03,2024-04-02,56074.73,Net 60,Manual,Fixed,True,43 days,Custom,None,True,True,True
C00250,V0250,2023-11-23,2024-05-21,31086.74,Net 45,Auto,Negotiated,False,47 days,Custom,None,True,False,False
C00251,V0251,2024-03-23,2024-09-19,63767.93,Net 60,Auto,CPI Linked,True,55 days,Standard,Strict,True,False,False
C00252,V0252,2022-09-11,2024-09-10,81832.34,Net 45,Auto,Negotiated,True,81 days,Custom,Moderate,True,False,True
C00253,V0253,2023-05-10,2024-05-09,65486.98,Net 45,Auto,Fixed,False,65 days,Custom,None,True,False,True
C00254,V0254,2022-12-13,2024-12-12,27209.45,Net 60,Auto,CPI Linked,True,57 days,Standard,Moderate,True,False,True
C00255,V0255,2023-11-30,2025-11-29,42736.49,Net 60,Manual,CPI Linked,False,53 days,Custom,Moderate,True,True,False
C00256,V0256,2023-11-23,2024-11-22,69003.67,Net 45,Manual,Fixed,False,35 days,Strict,None,True,False,True
C00257,V0257,2023-10-13,2024-04-10,39384.96,Net 60,Manual,CPI Linked,True,41 days,Standard,Strict,False,True,False
C00258,V0258,2023-05-11,2023-11-07,56657.29,Net 45,Manual,Negotiated,True,52 days,Custom,None,False,False,True
C00259,V0259,2022-08-06,2024-08-05,61619.51,Net 60,Auto,Negotiated,False,75 days,Custom,Moderate,False,True,True
C00260,V0260,2022-10-26,2023-04-24,36096.04,Net 30,Auto,Negotiated,True,67 days,Custom,None,False,False,True
C00261,V0261,2023-03-09,2024-03-08,49107.12,Net 45,Auto,CPI Linked,False,76 days,Strict,Moderate,True,True,True
C00262,V0262,2022-12-22,2024-12-21,1380.99,Net 45,Auto,Fixed,False,72 days,Strict,None,False,False,True
C00263,V0263,2023-10-12,2024-10-11,34634.19,Net 45,Auto,Negotiated,False,84 days,Standard,None,False,True,False
C00264,V0264,2023-01-28,2023-07-27,46211.48,Net 45,Manual,Negotiated,False,34 days,Custom,Strict,False,True,True
C00265,V0265,2023-01-28,2025-01-27,31283.25,Net 45,Manual,Fixed,False,47 days,Custom,Strict,False,True,True
C00266,V0266,2024-01-05,2025-01-04,74486.17,Net 30,Manual,Fixed,False,57 days,Standard,None,False,True,False
C00267,V0267,2022-07-15,2023-01-11,28547.88,Net 60,Auto,CPI Linked,False,39 days,Standard,Moderate,True,False,False
C00268,V0268,2022-07-06,2023-07-06,43399.33,Net 60,Manual,CPI Linked,True,51 days,Custom,Strict,False,False,True
C00269,V0269,2023-04-21,2025-04-20,51961.11,Net 60,Manual,Fixed,False,85 days,Standard,Moderate,True,False,True
C00270,V0270,2022-07-07,2024-07-06,71619.1,Net 45,Manual,Fixed,False,79 days,Strict,Strict,True,False,False
C00271,V0271,2024-02-01,2025-01-31,28462.07,Net 45,Manual,Negotiated,True,55 days,Standard,Strict,True,True,False
C00272,V0272,2023-04-16,2023-10-13,67447.46,Net 45,Auto,Fixed,True,79 days,Custom,None,False,False,True
C00273,V0273,2022-08-21,2024-08-20,50153.5,Net 30,Manual,CPI Linked,True,42 days,Strict,None,False,True,True
C00274,V0274,2024-04-28,2025-04-28,35277.37,Net 45,Manual,CPI Linked,False,37 days,Strict,Strict,True,False,True
C00275,V0275,2022-07-20,2024-07-19,56931.55,Net 60,Auto,Fixed,True,42 days,Custom,Strict,False,True,False
C00276,V0276,2023-02-04,2025-02-03,52985.9,Net 30,Manual,Fixed,False,43 days,Strict,Strict,False,False,True
C00277,V0277,2023-05-29,2023-11-25,40996.75,Net 60,Manual,Fixed,True,43 days,Standard,Strict,False,True,False
C00278,V0278,2024-03-04,2025-03-04,51047.03,Net 60,Auto,Fixed,True,84 days,Custom,Strict,True,False,False
C00279,V0279,2022-12-21,2023-06-19,44220.3,Net 45,Auto,Negotiated,False,58 days,Standard,None,False,True,True
C00280,V0280,2024-03-07,2025-03-07,51702.76,Net 60,Auto,Fixed,True,62 days,Standard,Strict,False,True,True
C00281,V0281,2022-06-18,2023-06-18,59931.96,Net 45,Manual,Negotiated,True,48 days,Standard,Moderate,True,False,True
C00282,V0282,2022-10-10,2024-10-09,73790.25,Net 30,Auto,Fixed,False,35 days,Standard,Strict,False,False,True
C00283,V0283,2022-10-25,2023-10-25,31432.77,Net 45,Manual,CPI Linked,True,85 days,Strict,Moderate,False,True,False
C00284,V0284,2023-03-26,2025-03-25,81995.5,Net 30,Auto,Negotiated,True,36 days,Strict,Moderate,False,True,False
C00285,V0285,2023-06-09,2025-06-08,20718.68,Net 60,Manual,CPI Linked,True,80 days,Strict,Moderate,False,True,False
C00286,V0286,2024-04-27,2025-04-27,47723.22,Net 45,Manual,Negotiated,False,43 days,Strict,None,False,False,True
C00287,V0287,2024-02-06,2026-02-05,58824.76,Net 60,Auto,Negotiated,True,64 days,Standard,None,True,False,False
C00288,V0288,2023-02-04,2024-02-04,54214.88,Net 45,Auto,CPI Linked,False,89 days,Standard,Strict,False,True,True
C00289,V0289,2023-06-17,2024-06-16,40659.51,Net 30,Auto,Negotiated,True,72 days,Custom,Strict,False,False,False
C00290,V0290,2024-02-18,2026-02-17,46878.17,Net 60,Manual,CPI Linked,False,78 days,Strict,Moderate,True,True,True
C00291,V0291,2023-07-15,2024-07-14,42604.99,Net 30,Manual,Fixed,True,86 days,Standard,None,False,True,False
C00292,V0292,2023-05-07,2025-05-06,41159.53,Net 45,Auto,CPI Linked,True,75 days,Custom,None,True,False,False
C00293,V0293,2022-10-16,2023-04-14,62744.03,Net 45,Manual,Fixed,True,90 days,Standard,Strict,False,True,True
C00294,V0294,2022-06-27,2023-06-27,55355.23,Net 30,Auto,Fixed,True,80 days,Custom,Strict,True,True,False
C00295,V0295,2022-12-03,2024-12-02,39606.36,Net 60,Auto,Fixed,True,84 days,Standard,Strict,True,True,False
C00296,V0296,2023-03-01,2025-02-28,63494.0,Net 30,Manual,Fixed,False,55 days,Strict,Moderate,False,True,True
C00297,V0297,2023-03-01,2024-02-29,54609.49,Net 30,Auto,Fixed,True,47 days,Standard,None,False,False,True
C00298,V0298,2022-08-22,2024-08-21,62192.93,Net 30,Manual,Negotiated,False,36 days,Standard,Moderate,False,True,False
C00299,V0299,2023-12-01,2024-05-29,59444.43,Net 45,Auto,CPI Linked,True,37 days,Strict,Strict,True,True,True
C00300,V0300,2023-08-06,2024-08-05,37565.07,Net 45,Auto,CPI Linked,False,47 days,Strict,None,True,False,False
C00301,V0301,2022-06-04,2023-06-04,41597.28,Net 30,Auto,Negotiated,False,60 days,Custom,Moderate,True,False,True
C00302,V0302,2024-03-18,2024-09-14,61209.4,Net 30,Manual,Negotiated,False,57 days,Standard,None,False,False,True
C00303,V0303,2022-10-24,2023-10-24,59155.55,Net 30,Auto,Fixed,True,64 days,Standard,Moderate,True,False,True
C00304,V0304,2022-08-07,2024-08-06,49686.48,Net 60,Manual,Fixed,True,81 days,Custom,Moderate,True,True,False
C00305,V0305,2023-06-06,2023-12-03,51759.91,Net 30,Auto,Fixed,True,64 days,Custom,None,True,True,True
C00306,V0306,2022-11-13,2023-11-13,69164.97,Net 45,Auto,Negotiated,False,58 days,Strict,Strict,False,False,False
C00307,V0307,2023-02-05,2025-02-04,41126.43,Net 45,Manual,CPI Linked,False,88 days,Standard,Strict,True,False,False
C00308,V0308,2023-07-12,2024-07-11,58206.46,Net 45,Manual,Negotiated,False,47 days,Standard,None,True,False,True
C00309,V0309,2024-04-05,2025-04-05,46967.11,Net 30,Manual,Negotiated,False,53 days,Strict,None,True,True,True
C00310,V0310,2023-09-25,2024-03-23,46734.78,Net 30,Auto,Fixed,True,79 days,Strict,Strict,False,False,False
C00311,V0311,2023-02-19,2025-02-18,66481.65,Net 30,Manual,Negotiated,True,81 days,Strict,Moderate,False,True,True
C00312,V0312,2022-12-28,2023-06-26,62381.25,Net 30,Auto,Negotiated,False,34 days,Standard,Moderate,False,False,True
C00313,V0313,2024-02-29,2026-02-28,62202.64,Net 30,Manual,CPI Linked,False,77 days,Strict,Strict,False,True,False
C00314,V0314,2024-03-13,2025-03-13,69582.18,Net 60,Auto,Fixed,False,33 days,Custom,None,True,True,False
C00315,V0315,2023-11-13,2025-11-12,50315.06,Net 30,Auto,Negotiated,True,72 days,Custom,None,False,True,True
C00316,V0316,2024-01-04,2025-01-03,60229.29,Net 45,Manual,Negotiated,False,59 days,Custom,None,True,True,True
C00317,V0317,2023-10-21,2025-10-20,45346.0,Net 30,Auto,CPI Linked,False,65 days,Custom,Strict,True,False,False
C00318,V0318,2022-11-22,2023-11-22,54862.5,Net 30,Manual,Negotiated,False,38 days,Custom,Strict,True,False,True
C00319,V0319,2023-07-11,2025-07-10,48047.85,Net 60,Auto,Fixed,True,50 days,Custom,Strict,False,True,True
C00320,V0320,2023-06-11,2024-06-10,51454.94,Net 30,Manual,CPI Linked,True,39 days,Custom,Moderate,False,True,True
C00321,V0321,2024-01-17,2025-01-16,58927.36,Net 45,Manual,Fixed,True,68 days,Standard,None,False,False,True
C00322,V0322,2022-12-20,2024-12-19,37726.69,Net 60,Auto,CPI Linked,True,62 days,Strict,None,True,False,True
C00323,V0323,2024-02-01,2026-01-31,81385.81,Net 60,Auto,CPI Linked,True,47 days,Standard,Moderate,True,True,True
C00324,V0324,2022-09-09,2023-03-08,34909.74,Net 45,Manual,CPI Linked,True,63 days,Standard,None,True,False,True
C00325,V0325,2023-04-24,2024-04-23,31787.17,Net 60,Auto,Fixed,False,49 days,Strict,None,False,False,True
C00326,V0326,2022-09-03,2024-09-02,67371.66,Net 45,Manual,CPI Linked,False,30 days,Standard,Strict,False,True,False
C00327,V0327,2024-04-25,2026-04-25,61874.94,Net 60,Manual,Fixed,False,87 days,Custom,Strict,False,False,True
C00328,V0328,2022-06-05,2023-06-05,59361.8,Net 60,Auto,Fixed,True,36 days,Custom,Moderate,True,False,True
C00329,V0329,2023-04-11,2023-10-08,59425.18,Net 30,Manual,CPI Linked,True,86 days,Strict,Moderate,True,False,False
C00330,V0330,2024-01-10,2026-01-09,49816.3,Net 45,Manual,CPI Linked,False,57 days,Custom,Moderate,False,False,False
C00331,V0331,2023-06-27,2023-12-24,36541.18,Net 30,Manual,CPI Linked,True,58 days,Strict,Moderate,True,True,True
C00332,V0332,2023-02-23,2025-02-22,51137.07,Net 30,Auto,Negotiated,False,31 days,Strict,Strict,False,False,True
C00333,V0333,2023-09-03,2024-09-02,39842.57,Net 30,Manual,Negotiated,True,47 days,Strict,Moderate,True,True,False
C00334,V0334,2023-10-22,2025-10-21,64626.8,Net 30,Auto,Fixed,False,52 days,Custom,Strict,True,False,False
C00335,V0335,2023-10-04,2025-10-03,47794.14,Net 45,Manual,CPI Linked,True,34 days,Strict,None,True,False,False
C00336,V0336,2023-01-07,2023-07-06,37617.54,Net 45,Auto,Negotiated,True,62 days,Strict,Strict,True,False,True
C00337,V0337,2023-01-17,2025-01-16,45179.21,Net 45,Manual,Fixed,True,85 days,Standard,Strict,False,True,True
C00338,V0338,2022-09-25,2024-09-24,56193.97,Net 30,Manual,CPI Linked,False,73 days,Custom,None,False,False,True
C00339,V0339,2023-01-17,2024-01-17,41544.13,Net 30,Manual,Negotiated,True,89 days,Custom,None,False,True,True
C00340,V0340,2024-03-24,2024-09-20,37666.69,Net 60,Manual,Negotiated,True,39 days,Custom,Moderate,True,False,True
C00341,V0341,2023-03-18,2024-03-17,53655.31,Net 60,Manual,Fixed,True,67 days,Strict,Strict,True,False,False
C00342,V0342,2022-08-28,2023-02-24,53674.5,Net 30,Auto,Negotiated,False,82 days,Custom,Strict,True,False,True
C00343,V0343,2022-10-20,2024-10-19,42395.85,Net 60,Auto,Fixed,False,53 days,Standard,Strict,False,False,False
C00344,V0344,2024-04-21,2024-10-18,42934.43,Net 45,Manual,CPI Linked,False,60 days,Strict,None,True,False,False
C00345,V0345,2023-07-10,2024-07-09,53480.75,Net 45,Auto,Negotiated,False,89 days,Custom,Strict,False,True,False
C00346,V0346,2024-04-24,2025-04-24,28278.73,Net 45,Manual,Negotiated,False,35 days,Custom,None,True,True,False
C00347,V0347,2023-02-14,2025-02-13,28888.04,Net 30,Manual,Fixed,True,77 days,Strict,None,True,True,False
C00348,V0348,2023-05-16,2024-05-15,39223.34,Net 60,Manual,CPI Linked,False,56 days,Custom,Strict,False,False,False
C00349,V0349,2023-08-02,2024-01-29,46798.29,Net 60,Auto,Negotiated,False,31 days,Standard,None,True,False,False
C00350,V0350,2024-03-04,2025-03-04,54663.61,Net 30,Manual,Negotiated,False,48 days,Strict,Moderate,False,True,True
C00351,V0351,2022-08-16,2024-08-15,72130.34,Net 60,Auto,Negotiated,False,78 days,Standard,Strict,False,False,True
C00352,V0352,2022-09-19,2023-03-18,62864.89,Net 30,Auto,CPI Linked,False,46 days,Strict,None,True,True,False
C00353,V0353,2022-10-28,2024-10-27,47600.92,Net 30,Auto,CPI Linked,False,44 days,Custom,None,False,False,False
C00354,V0354,2023-12-25,2024-06-22,49714.76,Net 30,Manual,Fixed,False,81 days,Custom,Moderate,False,True,False
C00355,V0355,2023-12-21,2024-12-20,34962.06,Net 45,Auto,Fixed,False,73 days,Strict,Moderate,False,True,False
C00356,V0356,2023-02-23,2023-08-22,49722.3,Net 45,Auto,CPI Linked,False,38 days,Strict,Strict,False,True,True
C00357,V0357,2023-10-06,2025-10-05,45670.12,Net 45,Manual,CPI Linked,False,89 days,Strict,None,True,True,False
C00358,V0358,2023-10-09,2024-10-08,54840.78,Net 45,Auto,CPI Linked,True,88 days,Standard,Strict,False,True,False
C00359,V0359,2024-02-19,2025-02-18,37591.54,Net 45,Manual,Negotiated,False,78 days,Strict,None,True,True,True
C00360,V0360,2023-01-10,2024-01-10,57790.2,Net 30,Auto,Negotiated,True,76 days,Strict,None,True,False,False
C00361,V0361,2023-03-31,2025-03-30,72991.08,Net 45,Auto,CPI Linked,True,39 days,Custom,None,True,False,True
C00362,V0362,2023-08-04,2024-01-31,48368.6,Net 30,Manual,CPI Linked,False,46 days,Standard,Moderate,True,False,False
C00363,V0363,2023-12-27,2025-12-26,56025.68,Net 30,Auto,CPI Linked,False,85 days,Custom,Moderate,True,False,True
C00364,V0364,2022-09-02,2023-09-02,60352.16,Net 30,Auto,Negotiated,True,38 days,Custom,Moderate,True,False,True
C00365,V0365,2023-12-05,2025-12-04,43981.69,Net 45,Auto,Negotiated,False,78 days,Standard,Strict,False,False,True
C00366,V0366,2023-08-03,2025-08-02,53361.39,Net 60,Auto,Negotiated,False,90 days,Custom,Strict,True,False,True
C00367,V0367,2023-04-11,2023-10-08,50188.89,Net 45,Auto,CPI Linked,True,81 days,Standard,Strict,True,False,False
C00368,V0368,2022-08-30,2023-02-26,51465.14,Net 45,Manual,Negotiated,True,40 days,Strict,None,False,True,True
C00369,V0369,2023-03-28,2023-09-24,38404.85,Net 60,Manual,CPI Linked,False,49 days,Standard,None,False,True,True
C00370,V0370,2023-02-05,2023-08-04,50367.65,Net 45,Manual,Fixed,True,57 days,Strict,Strict,True,True,False
C00371,V0371,2024-03-12,2026-03-12,57469.97,Net 45,Auto,Fixed,True,45 days,Custom,Strict,True,False,False
C00372,V0372,2023-02-14,2024-02-14,71767.15,Net 30,Auto,Negotiated,True,32 days,Standard,Strict,True,True,False
C00373,V0373,2023-05-04,2025-05-03,64389.06,Net 45,Auto,Negotiated,True,72 days,Custom,Strict,False,True,True
C00374,V0374,2024-05-22,2025-05-22,82297.74,Net 45,Manual,Negotiated,False,66 days,Strict,None,False,False,True
C00375,V0375,2023-06-05,2023-12-02,38489.79,Net 45,Manual,CPI Linked,True,76 days,Strict,Strict,True,True,False
C00376,V0376,2023-08-05,2024-08-04,63084.81,Net 60,Manual,Negotiated,False,54 days,Custom,None,True,True,True
C00377,V0377,2022-11-13,2023-11-13,52750.13,Net 30,Manual,Negotiated,True,35 days,Strict,Moderate,True,False,False
C00378,V0378,2023-11-05,2025-11-04,82847.04,Net 60,Auto,CPI Linked,True,69 days,Strict,Strict,False,False,False
C00379,V0379,2023-06-15,2024-06-14,37875.53,Net 45,Auto,Fixed,True,56 days,Strict,Strict,False,False,True
C00380,V0380,2023-11-22,2024-05-20,37404.17,Net 45,Auto,Negotiated,False,43 days,Custom,None,True,True,False
C00381,V0381,2023-05-06,2023-11-02,41009.11,Net 30,Auto,Negotiated,False,75 days,Strict,Strict,True,True,True
C00382,V0382,2023-10-16,2025-10-15,18141.56,Net 60,Auto,CPI Linked,False,48 days,Standard,Moderate,True,False,True
C00383,V0383,2024-02-23,2026-02-22,42113.67,Net 45,Manual,CPI Linked,False,69 days,Custom,Strict,True,False,True
C00384,V0384,2024-04-24,2024-10-21,38613.01,Net 45,Manual,CPI Linked,False,67 days,Standard,Moderate,True,False,False
C00385,V0385,2023-09-21,2024-09-20,52255.91,Net 30,Auto,Negotiated,True,84 days,Strict,Strict,False,True,True
C00386,V0386,2024-05-31,2025-05-31,55126.34,Net 45,Auto,Fixed,False,53 days,Standard,None,True,False,True
C00387,V0387,2023-03-09,2025-03-08,78142.56,Net 30,Auto,CPI Linked,True,43 days,Custom,Strict,False,False,True
C00388,V0388,2024-03-11,2025-03-11,64256.36,Net 45,Manual,Fixed,True,80 days,Custom,Strict,True,True,False
C00389,V0389,2023-07-08,2024-07-07,41346.45,Net 60,Manual,Fixed,True,70 days,Custom,Strict,False,True,False
C00390,V0390,2022-07-31,2024-07-30,36523.78,Net 30,Auto,CPI Linked,True,79 days,Custom,Strict,True,False,True
C00391,V0391,2023-11-08,2024-05-06,57378.79,Net 30,Manual,Fixed,True,74 days,Custom,None,False,True,False
C00392,V0392,2022-07-02,2024-07-01,30196.5,Net 60,Manual,Fixed,True,72 days,Standard,Moderate,False,False,False
C00393,V0393,2022-08-07,2023-02-03,77471.88,Net 60,Manual,CPI Linked,True,71 days,Custom,Moderate,True,False,False
C00394,V0394,2024-01-19,2024-07-17,67691.6,Net 30,Auto,Negotiated,False,55 days,Strict,Strict,False,False,False
C00395,V0395,2022-08-25,2024-08-24,42962.37,Net 30,Manual,CPI Linked,True,77 days,Strict,Strict,False,True,True
C00396,V0396,2024-04-13,2025-04-13,24302.98,Net 30,Auto,Fixed,True,42 days,Standard,None,False,False,False
C00397,V0397,2024-04-11,2026-04-11,70308.09,Net 60,Auto,Negotiated,True,89 days,Strict,Moderate,True,True,False
C00398,V0398,2024-01-17,2025-01-16,48281.9,Net 45,Manual,Fixed,True,55 days,Strict,None,False,False,False
C00399,V0399,2022-06-07,2022-12-04,68567.24,Net 60,Auto,Negotiated,False,39 days,Standard,None,False,True,False
C00400,V0400,2023-04-26,2024-04-25,26083.59,Net 45,Manual,Negotiated,True,34 days,Custom,Strict,True,False,False
C00401,V0401,2023-08-24,2024-02-20,41009.37,Net 30,Auto,Fixed,True,50 days,Standard,None,True,False,True
C00402,V0402,2023-04-09,2024-04-08,50078.66,Net 30,Manual,CPI Linked,False,59 days,Standard,None,False,False,False
C00403,V0403,2022-08-09,2023-08-09,50704.71,Net 45,Auto,Fixed,True,70 days,Custom,None,False,True,False
C00404,V0404,2024-01-23,2026-01-22,43249.02,Net 30,Manual,Negotiated,True,87 days,Custom,Moderate,True,True,True
C00405,V0405,2022-06-30,2024-06-29,59342.75,Net 60,Manual,CPI Linked,False,87 days,Custom,Moderate,False,True,True
C00406,V0406,2023-07-09,2024-01-05,33985.69,Net 60,Manual,CPI Linked,True,76 days,Standard,Strict,False,True,False
C00407,V0407,2022-11-24,2023-05-23,47864.31,Net 45,Manual,Negotiated,False,63 days,Custom,Strict,False,True,True
C00408,V0408,2024-02-15,2024-08-13,51804.43,Net 45,Auto,Fixed,False,30 days,Standard,Strict,False,True,False
C00409,V0409,2024-01-25,2025-01-24,57716.58,Net 60,Auto,Fixed,True,32 days,Custom,None,True,False,True
C00410,V0410,2024-02-13,2025-02-12,60674.22,Net 45,Manual,CPI Linked,False,63 days,Standard,Strict,False,False,False
C00411,V0411,2023-11-07,2025-11-06,33130.37,Net 30,Manual,Negotiated,False,76 days,Strict,Moderate,False,False,True
C00412,V0412,2024-05-08,2024-11-04,26988.29,Net 30,Manual,CPI Linked,True,78 days,Strict,Moderate,True,False,False
C00413,V0413,2024-03-12,2024-09-08,69165.15,Net 45,Manual,Negotiated,True,86 days,Custom,None,True,False,True
C00414,V0414,2023-06-19,2023-12-16,54984.71,Net 30,Manual,Negotiated,True,78 days,Strict,Strict,False,True,False
C00415,V0415,2024-05-31,2026-05-31,38772.7,Net 45,Auto,Negotiated,True,89 days,Strict,Strict,True,False,False
C00416,V0416,2022-06-11,2024-06-10,73267.28,Net 30,Manual,CPI Linked,False,42 days,Strict,Moderate,True,False,False
C00417,V0417,2023-03-13,2024-03-12,51735.12,Net 45,Manual,Fixed,True,32 days,Custom,Strict,True,True,True
C00418,V0418,2023-08-23,2024-08-22,67689.46,Net 45,Manual,Fixed,True,75 days,Custom,None,False,True,True
C00419,V0419,2022-10-17,2023-04-15,51012.78,Net 60,Manual,CPI Linked,False,78 days,Custom,Strict,False,False,False
C00420,V0420,2022-07-18,2023-01-14,80911.22,Net 60,Manual,CPI Linked,False,86 days,Custom,Moderate,False,True,True
C00421,V0421,2023-08-09,2024-08-08,76330.11,Net 30,Auto,CPI Linked,False,85 days,Custom,None,True,False,False
C00422,V0422,2023-02-09,2023-08-08,46265.54,Net 45,Auto,Negotiated,True,58 days,Standard,None,False,True,True
C00423,V0423,2024-02-19,2024-08-17,64573.56,Net 45,Manual,Negotiated,False,64 days,Standard,None,False,False,False
C00424,V0424,2023-01-14,2023-07-13,59680.64,Net 45,Manual,CPI Linked,True,62 days,Strict,None,False,True,True
C00425,V0425,2024-03-26,2026-03-26,70529.47,Net 60,Auto,Negotiated,True,68 days,Standard,None,True,True,True
C00426,V0426,2023-08-01,2024-01-28,35526.15,Net 60,Auto,Negotiated,False,55 days,Custom,Moderate,True,True,True
C00427,V0427,2023-01-28,2023-07-27,60290.77,Net 60,Manual,Fixed,True,79 days,Strict,Strict,True,False,False
C00428,V0428,2024-04-03,2025-04-03,65876.37,Net 45,Auto,CPI Linked,False,84 days,Strict,Strict,True,False,False
C00429,V0429,2023-10-05,2025-10-04,23618.91,Net 30,Manual,Fixed,False,84 days,Standard,Strict,True,False,False
C00430,V0430,2023-01-27,2024-01-27,32251.12,Net 45,Auto,Negotiated,True,82 days,Custom,Moderate,False,True,True
C00431,V0431,2022-06-08,2023-06-08,19411.52,Net 45,Auto,Negotiated,True,36 days,Custom,Moderate,False,True,False
C00432,V0432,2023-03-19,2023-09-15,45958.9,Net 60,Manual,Negotiated,False,40 days,Standard,None,False,False,False
C00433,V0433,2022-12-23,2023-06-21,60763.13,Net 30,Manual,CPI Linked,True,74 days,Strict,None,False,False,True
C00434,V0434,2022-10-21,2024-10-20,72535.36,Net 45,Auto,CPI Linked,True,85 days,Standard,None,True,False,False
C00435,V0435,2022-07-10,2023-01-06,51111.42,Net 30,Auto,Fixed,False,51 days,Custom,None,False,True,True
C00436,V0436,2023-06-20,2024-06-19,74429.23,Net 30,Auto,CPI Linked,True,61 days,Custom,None,False,True,False
C00437,V0437,2022-07-15,2024-07-14,29298.48,Net 30,Auto,Negotiated,True,35 days,Strict,Moderate,True,True,False
C00438,V0438,2024-01-19,2024-07-17,24449.26,Net 45,Manual,CPI Linked,False,47 days,Strict,Strict,False,True,True
C00439,V0439,2023-06-04,2025-06-03,49166.78,Net 60,Manual,CPI Linked,True,76 days,Strict,Moderate,False,True,False
C00440,V0440,2022-11-03,2024-11-02,55760.98,Net 30,Manual,Negotiated,True,45 days,Custom,Strict,False,False,False
C00441,V0441,2022-07-04,2024-07-03,49509.58,Net 30,Manual,CPI Linked,False,86 days,Custom,Moderate,False,True,True
C00442,V0442,2022-07-18,2023-01-14,18988.37,Net 60,Auto,Fixed,False,50 days,Custom,None,True,True,False
C00443,V0443,2023-12-23,2024-12-22,48663.2,Net 60,Manual,Fixed,False,71 days,Standard,None,True,False,False
C00444,V0444,2023-01-16,2023-07-15,30432.96,Net 30,Manual,CPI Linked,True,84 days,Custom,Moderate,False,True,False
C00445,V0445,2023-05-17,2023-11-13,60045.09,Net 30,Manual,CPI Linked,True,51 days,Strict,Moderate,True,False,True
C00446,V0446,2023-09-26,2024-03-24,55498.97,Net 60,Auto,Negotiated,True,78 days,Strict,None,True,False,True
C00447,V0447,2024-01-17,2024-07-15,35901.8,Net 60,Auto,Fixed,True,60 days,Standard,None,False,False,False
